契約項目編號,契約項目名稱,單價
Y6N10S0003F0,"NFB,ELB 480V,150AF及以下",265.92
Y6N10S0003G0,"NFB,ELB 480V,150AF及以下",576.16
Y6N10S0003H0,"NFB,ELB 480V,150AF及以下",288.08
Y6N10S0004A0,"NFB,ELB 480V,175~250AF",579.57
Y6N10S0004B0,"NFB,ELB 480V,175~250AF",289.79
Y6N10S0004C0,"NFB,ELB 480V,175~250AF",637.53
Y6N10S0004D0,"NFB,ELB 480V,175~250AF",318.77
Y6N10S0004E0,"NFB,ELB 480V,175~250AF",695.49
Y6N10S0004F0,"NFB,ELB 480V,175~250AF",347.74
Y6N10S0004G0,"NFB,ELB 480V,175~250AF",753.44
Y6N10S0004H0,"NFB,ELB 480V,175~250AF",376.72
Y6N10S0005A0,"NFB,ELB 480V,275~400AF",750.03
Y6N10S0005B0,"NFB,ELB 480V,275~400AF",375.02
Y6N10S0005C0,"NFB,ELB 480V,275~400AF",825.04
Y6N10S0005D0,"NFB,ELB 480V,275~400AF",412.52
Y6N10S0005E0,"NFB,ELB 480V,275~400AF",900.04
Y6N10S0005F0,"NFB,ELB 480V,275~400AF",450.02
Y6N10S0005G0,"NFB,ELB 480V,275~400AF",975.05
Y6N10S0005H0,"NFB,ELB 480V,275~400AF",487.52
Y6N10S0006A0,"NFB,ELB 480V,450~800AF",1193.24
Y6N10S0006B0,"NFB,ELB 480V,450~800AF",596.62
Y6N10S0006C0,"NFB,ELB 480V,450~800AF",1312.57
Y6N10S0006D0,"NFB,ELB 480V,450~800AF",656.28
Y6N10S0006E0,"NFB,ELB 480V,450~800AF",1431.88
Y6N10S0006F0,"NFB,ELB 480V,450~800AF",715.95
Y6N10S0006G0,"NFB,ELB 480V,450~800AF",1551.21
Y6N10S0006H0,"NFB,ELB 480V,450~800AF",775.6
Y6N10S0007A0,"NFB,ELB 480V,850~1500AF",1431.88
Y6N10S0007B0,"NFB,ELB 480V,850~1500AF",715.95
Y6N10S0007C0,"NFB,ELB 480V,850~1500AF",1575.08
Y6N10S0007D0,"NFB,ELB 480V,850~1500AF",787.54
Y6N10S0007E0,"NFB,ELB 480V,850~1500AF",1718.26
Y6N10S0007F0,"NFB,ELB 480V,850~1500AF",859.13
Y6N10S0007G0,"NFB,ELB 480V,850~1500AF",1861.45
Y6N10S0007H0,"NFB,ELB 480V,850~1500AF",930.72
Y6N10S0008A0,"NFB,ELB 480V,1600AF及以上",2127.37
Y6N10S0008B0,"NFB,ELB 480V,1600AF及以上",1063.69
Y6N10S0008C0,"NFB,ELB 480V,1600AF及以上",2340.11
Y6N10S0008D0,"NFB,ELB 480V,1600AF及以上",1170.05
Y6N10S0008E0,"NFB,ELB 480V,1600AF及以上",2552.85
Y6N10S0008F0,"NFB,ELB 480V,1600AF及以上",1276.42
Y6N10S0008G0,"NFB,ELB 480V,1600AF及以上",2765.59
Y6N10S0008H0,"NFB,ELB 480V,1600AF及以上",1382.79
Y6N10S1001A0,一般電燈開關(含接線),121.03
Y6N10S1001B0,一般電燈開關(含接線),60.51
Y6N10S1001C0,一般電燈開關(含接線),133.13
Y6N10S1001D0,一般電燈開關(含接線),66.56
Y6N10S1001E0,一般電燈開關(含接線),145.24
Y6N10S1001F0,一般電燈開關(含接線),72.61
Y6N10S1001G0,一般電燈開關(含接線),157.33
Y6N10S1001H0,一般電燈開關(含接線),78.67
Y6N10S1002A0,重責型安全開關 100A及以下,358.99
Y6N10S1002B0,重責型安全開關 100A及以下,179.5
Y6N10S1002C0,重責型安全開關 100A及以下,394.89
Y6N10S1002D0,重責型安全開關 100A及以下,197.45
Y6N10S1002E0,重責型安全開關 100A及以下,430.8
Y6N10S1002F0,重責型安全開關 100A及以下,215.4
Y6N10S1002G0,重責型安全開關 100A及以下,466.69
Y6N10S1002H0,重責型安全開關 100A及以下,233.35
Y6N10S1003A0,重責型安全開關 120A及以上,495.02
Y6N10S1003B0,重責型安全開關 120A及以上,247.51
Y6N10S1003C0,重責型安全開關 120A及以上,544.52
Y6N10S1003D0,重責型安全開關 120A及以上,272.26
Y6N10S1003E0,重責型安全開關 120A及以上,594.03
Y6N10S1003F0,重責型安全開關 120A及以上,297.01
Y6N10S1003G0,重責型安全開關 120A及以上,643.53
Y6N10S1003H0,重責型安全開關 120A及以上,321.77
Y6N10S1008A0,一般110/220V插座(含接線),170.12
Y6N10S1008B0,一般110/220V插座(含接線),85.06
Y6N10S1008C0,一般110/220V插座(含接線),187.13
Y6N10S1008D0,一般110/220V插座(含接線),93.57
Y6N10S1008E0,一般110/220V插座(含接線),204.15
Y6N10S1008F0,一般110/220V插座(含接線),102.07
Y6N10S1008G0,一般110/220V插座(含接線),221.16
Y6N10S1008H0,一般110/220V插座(含接線),110.58
Y6N10S1009A0,重責型插座 40A及以下(含接線),392.75
Y6N10S1009B0,重責型插座 40A及以下(含接線),196.37
Y6N10S1009C0,重責型插座 40A及以下(含接線),432.02
Y6N10S1009D0,重責型插座 40A及以下(含接線),216.01
Y6N10S1009E0,重責型插座 40A及以下(含接線),471.29
Y6N10S1009F0,重責型插座 40A及以下(含接線),235.65
Y6N10S1009G0,重責型插座 40A及以下(含接線),510.57
Y6N10S1009H0,重責型插座 40A及以下(含接線),255.28
Y6N10S1010A0,重責型插座 60A及以上(含開關箱安裝及接線),818.22
Y6N10S1010B0,重責型插座 60A及以上(含開關箱安裝及接線),409.11
Y6N10S1010C0,重責型插座 60A及以上(含開關箱安裝及接線),900.04
Y6N10S1010D0,重責型插座 60A及以上(含開關箱安裝及接線),450.02
Y6N10S1010E0,重責型插座 60A及以上(含開關箱安裝及接線),981.86
Y6N10S1010F0,重責型插座 60A及以上(含開關箱安裝及接線),490.93
Y6N10S1010G0,重責型插座 60A及以上(含開關箱安裝及接線),1063.69
Y6N10S1010H0,重責型插座 60A及以上(含開關箱安裝及接線),531.85
Y6N10S1011A0,防爆型插座 30A及以下(含接線),628.33
Y6N10S1011B0,防爆型插座 30A及以下(含接線),314.16
Y6N10S1011C0,防爆型插座 30A及以下(含接線),691.16
Y6N10S1011D0,防爆型插座 30A及以下(含接線),345.57
Y6N10S1011E0,防爆型插座 30A及以下(含接線),753.99
Y6N10S1011F0,防爆型插座 30A及以下(含接線),376.99
Y6N10S1011G0,防爆型插座 30A及以下(含接線),816.83
Y6N10S1011H0,防爆型插座 30A及以下(含接線),408.41
Y6N10S1012A0,防爆型插座 40A及以上(含接線),691.4
Y6N10S1012B0,防爆型插座 40A及以上(含接線),345.69
Y6N10S1012C0,防爆型插座 40A及以上(含接線),760.53
Y6N10S1012D0,防爆型插座 40A及以上(含接線),380.27
Y6N10S1012E0,防爆型插座 40A及以上(含接線),829.67
Y6N10S1012F0,防爆型插座 40A及以上(含接線),414.84
Y6N10S1012G0,防爆型插座 40A及以上(含接線),898.82
Y6N10S1012H0,防爆型插座 40A及以上(含接線),449.4
Y6N10S1013A0,一般110/220V插頭(含接線),127.51
Y6N10S1013B0,一般110/220V插頭(含接線),63.75
Y6N10S1013C0,一般110/220V插頭(含接線),140.26
Y6N10S1013D0,一般110/220V插頭(含接線),70.13
Y6N10S1013E0,一般110/220V插頭(含接線),153
Y6N10S1013F0,一般110/220V插頭(含接線),76.5
Y6N10S1013G0,一般110/220V插頭(含接線),165.75
Y6N10S1013H0,一般110/220V插頭(含接線),82.88
Y6N10S1014A0,重責型插頭40A及以下(含接線),303.42
Y6N10S1014B0,重責型插頭40A及以下(含接線),151.71
Y6N10S1014C0,重責型插頭40A及以下(含接線),333.77
Y6N10S1014D0,重責型插頭40A及以下(含接線),166.88
Y6N10S1014E0,重責型插頭40A及以下(含接線),364.11
Y6N10S1014F0,重責型插頭40A及以下(含接線),182.05
Y6N10S1014G0,重責型插頭40A及以下(含接線),394.45
Y6N10S1014H0,重責型插頭40A及以下(含接線),197.23
Y6N10S1015A0,重責型插頭60A及以上(含接線),397.86
Y6N10S1015B0,重責型插頭60A及以上(含接線),198.93
Y6N10S1015C0,重責型插頭60A及以上(含接線),437.65
Y6N10S1015D0,重責型插頭60A及以上(含接線),218.83
Y6N10S1015E0,重責型插頭60A及以上(含接線),477.43
Y6N10S1015F0,重責型插頭60A及以上(含接線),238.72
Y6N10S1015G0,重責型插頭60A及以上(含接線),517.22
Y6N10S1015H0,重責型插頭60A及以上(含接線),258.61
Y6N10S1016A0,防爆型插頭30A及以下(含接線),495.02
Y6N10S1016B0,防爆型插頭30A及以下(含接線),247.51
Y6N10S1016C0,防爆型插頭30A及以下(含接線),544.52
Y6N10S1016D0,防爆型插頭30A及以下(含接線),272.26
Y6N10S1016E0,防爆型插頭30A及以下(含接線),594.03
Y6N10S1016F0,防爆型插頭30A及以下(含接線),297.01
Y6N10S1016G0,防爆型插頭30A及以下(含接線),643.53
Y6N10S1016H0,防爆型插頭30A及以下(含接線),321.77
Y6N10S1017A0,防爆型插頭40A及以上(含接線),619.46
Y6N10S1017B0,防爆型插頭40A及以上(含接線),309.73
Y6N10S1017C0,防爆型插頭40A及以上(含接線),681.41
Y6N10S1017D0,防爆型插頭40A及以上(含接線),340.7
Y6N10S1017E0,防爆型插頭40A及以上(含接線),743.35
Y6N10S1017F0,防爆型插頭40A及以上(含接線),371.67
Y6N10S1017G0,防爆型插頭40A及以上(含接線),805.3
Y6N10S1017H0,防爆型插頭40A及以上(含接線),402.65
Y6N10S1018A0,電磁開關(含保護電驛)Ith<=200A,394.11
Y6N10S1018B0,電磁開關(含保護電驛)Ith<=200A,197.05
Y6N10S1018C0,電磁開關(含保護電驛)Ith<=200A,433.52
Y6N10S1018D0,電磁開關(含保護電驛)Ith<=200A,216.76
Y6N10S1018E0,電磁開關(含保護電驛)Ith<=200A,472.93
Y6N10S1018F0,電磁開關(含保護電驛)Ith<=200A,236.47
Y6N10S1018G0,電磁開關(含保護電驛)Ith<=200A,512.34
Y6N10S1018H0,電磁開關(含保護電驛)Ith<=200A,256.17
Y6N10S1019A0,電磁開關(含保護電驛)Ith>200A,594.92
Y6N10S1019B0,電磁開關(含保護電驛)Ith>200A,297.46
Y6N10S1019C0,電磁開關(含保護電驛)Ith>200A,654.4
Y6N10S1019D0,電磁開關(含保護電驛)Ith>200A,327.21
Y6N10S1019E0,電磁開關(含保護電驛)Ith>200A,713.9
Y6N10S1019F0,電磁開關(含保護電驛)Ith>200A,356.95
Y6N10S1019G0,電磁開關(含保護電驛)Ith>200A,773.39
Y6N10S1019H0,電磁開關(含保護電驛)Ith>200A,386.69
Y6N10S1020A0,積熱電驛或保護電驛,238.65
Y6N10S1020B0,積熱電驛或保護電驛,119.33
Y6N10S1020C0,積熱電驛或保護電驛,262.51
Y6N10S1020D0,積熱電驛或保護電驛,131.26
Y6N10S1020E0,積熱電驛或保護電驛,286.38
Y6N10S1020F0,積熱電驛或保護電驛,143.19
Y6N10S1020G0,積熱電驛或保護電驛,310.24
Y6N10S1020H0,積熱電驛或保護電驛,155.12
Y6N10S1021A0,正逆式電磁開關(含電驛)Ith<=200A,495.02
Y6N10S1021B0,正逆式電磁開關(含電驛)Ith<=200A,247.51
Y6N10S1021C0,正逆式電磁開關(含電驛)Ith<=200A,544.52
Y6N10S1021D0,正逆式電磁開關(含電驛)Ith<=200A,272.26
Y6N10S1021E0,正逆式電磁開關(含電驛)Ith<=200A,594.03
Y6N10S1021F0,正逆式電磁開關(含電驛)Ith<=200A,297.01
Y6N10S1021G0,正逆式電磁開關(含電驛)Ith<=200A,643.53
Y6N10S1021H0,正逆式電磁開關(含電驛)Ith<=200A,321.77
Y6N10S1022A0,正逆式電磁開關(含電驛)Ith>200A,744.24
Y6N10S1022B0,正逆式電磁開關(含電驛)Ith>200A,372.12
Y6N10S1022C0,正逆式電磁開關(含電驛)Ith>200A,818.67
Y6N10S1022D0,正逆式電磁開關(含電驛)Ith>200A,409.33
Y6N10S1022E0,正逆式電磁開關(含電驛)Ith>200A,893.09
Y6N10S1022F0,正逆式電磁開關(含電驛)Ith>200A,446.54
Y6N10S1022G0,正逆式電磁開關(含電驛)Ith>200A,967.51
Y6N10S1022H0,正逆式電磁開關(含電驛)Ith>200A,483.76
Y6N10S1023A0,控制變壓器1KVA及以下,375.02
Y6N10S1023B0,控制變壓器1KVA及以下,187.51
Y6N10S1023C0,控制變壓器1KVA及以下,412.52
Y6N10S1023D0,控制變壓器1KVA及以下,206.26
Y6N10S1023E0,控制變壓器1KVA及以下,450.02
Y6N10S1023F0,控制變壓器1KVA及以下,225.01
Y6N10S1023G0,控制變壓器1KVA及以下,487.52
Y6N10S1023H0,控制變壓器1KVA及以下,243.76
Y6N10S1024A0,控制變壓器大於1KVA,579.57
Y6N10S1024B0,控制變壓器大於1KVA,289.79
Y6N10S1024C0,控制變壓器大於1KVA,637.53
Y6N10S1024D0,控制變壓器大於1KVA,318.77
Y6N10S1024E0,控制變壓器大於1KVA,695.49
Y6N10S1024F0,控制變壓器大於1KVA,347.74
Y6N10S1024G0,控制變壓器大於1KVA,753.44
Y6N10S1024H0,控制變壓器大於1KVA,376.72
Y6N10S1025A0,一般指式示燈座(含燈炮及鑽孔),136.37
Y6N10S1025B0,一般指式示燈座(含燈炮及鑽孔),68.18
Y6N10S1025C0,一般指式示燈座(含燈炮及鑽孔),150
Y6N10S1025D0,一般指式示燈座(含燈炮及鑽孔),75
Y6N10S1025E0,一般指式示燈座(含燈炮及鑽孔),163.64
Y6N10S1025F0,一般指式示燈座(含燈炮及鑽孔),81.82
Y6N10S1025G0,一般指式示燈座(含燈炮及鑽孔),177.28
Y6N10S1025H0,一般指式示燈座(含燈炮及鑽孔),88.64
Y6N10S1026A0,天車指式示燈座(含燈炮及鑽孔),340.92
Y6N10S1026B0,天車指式示燈座(含燈炮及鑽孔),170.46
Y6N10S1026C0,天車指式示燈座(含燈炮及鑽孔),375.02
Y6N10S1026D0,天車指式示燈座(含燈炮及鑽孔),187.51
Y6N10S1026E0,天車指式示燈座(含燈炮及鑽孔),409.11
Y6N10S1026F0,天車指式示燈座(含燈炮及鑽孔),204.56
Y6N10S1026G0,天車指式示燈座(含燈炮及鑽孔),443.2
Y6N10S1026H0,天車指式示燈座(含燈炮及鑽孔),221.6
Y6N10S1027A0,"控制用FUSE座(含FUSE),端子台",136.37
Y6N10S1027B0,"控制用FUSE座(含FUSE),端子台",68.18
Y6N10S1027C0,"控制用FUSE座(含FUSE),端子台",150
Y6N10S1027D0,"控制用FUSE座(含FUSE),端子台",75
Y6N10S1027E0,"控制用FUSE座(含FUSE),端子台",163.64
Y6N10S1027F0,"控制用FUSE座(含FUSE),端子台",81.82
Y6N10S1027G0,"控制用FUSE座(含FUSE),端子台",177.28
Y6N10S1027H0,"控制用FUSE座(含FUSE),端子台",88.64
Y6N10S1028A0,"控制器(含座),如電驛,計時器等",204.56
Y6N10S1028B0,"控制器(含座),如電驛,計時器等",102.28
Y6N10S1028C0,"控制器(含座),如電驛,計時器等",225.01
Y6N10S1028D0,"控制器(含座),如電驛,計時器等",112.51
Y6N10S1028E0,"控制器(含座),如電驛,計時器等",245.46
Y6N10S1028F0,"控制器(含座),如電驛,計時器等",122.74
Y6N10S1028G0,"控制器(含座),如電驛,計時器等",265.92
Y6N10S1028H0,"控制器(含座),如電驛,計時器等",132.96
Y6N10S1029A0,"流量,壓力,SENSOR,LIMIT等開關",204.56
Y6N10S1029B0,"流量,壓力,SENSOR,LIMIT等開關",102.28
Y6N10S1029C0,"流量,壓力,SENSOR,LIMIT等開關",225.01
Y6N10S1029D0,"流量,壓力,SENSOR,LIMIT等開關",112.51
Y6N10S1029E0,"流量,壓力,SENSOR,LIMIT等開關",245.46
Y6N10S1029F0,"流量,壓力,SENSOR,LIMIT等開關",122.74
Y6N10S1029G0,"流量,壓力,SENSOR,LIMIT等開關",265.92
Y6N10S1029H0,"流量,壓力,SENSOR,LIMIT等開關",132.96
Y6N10S1030A0,低壓600V級CT,170.46
Y6N10S1030B0,低壓600V級CT,85.23
Y6N10S1030C0,低壓600V級CT,187.51
Y6N10S1030D0,低壓600V級CT,93.75
Y6N10S1030E0,低壓600V級CT,204.56
Y6N10S1030F0,低壓600V級CT,102.28
Y6N10S1030G0,低壓600V級CT,221.6
Y6N10S1030H0,低壓600V級CT,110.8
Y6N10S1031A0,"POWER DIODE , SCR 等",170.46
Y6N10S1031B0,"POWER DIODE , SCR 等",85.23
Y6N10S1031C0,"POWER DIODE , SCR 等",187.51
Y6N10S1031D0,"POWER DIODE , SCR 等",93.75
Y6N10S1031E0,"POWER DIODE , SCR 等",204.56
Y6N10S1031F0,"POWER DIODE , SCR 等",102.28
Y6N10S1031G0,"POWER DIODE , SCR 等",221.6
Y6N10S1031H0,"POWER DIODE , SCR 等",110.8
Y6N10S1032A0,"一般表計,切換開關(含鑽孔)",170.46
Y6N10S1032B0,"一般表計,切換開關(含鑽孔)",85.23
Y6N10S1032C0,"一般表計,切換開關(含鑽孔)",187.51
Y6N10S1032D0,"一般表計,切換開關(含鑽孔)",93.75
Y6N10S1032E0,"一般表計,切換開關(含鑽孔)",204.56
Y6N10S1032F0,"一般表計,切換開關(含鑽孔)",102.28
Y6N10S1032G0,"一般表計,切換開關(含鑽孔)",221.6
Y6N10S1032H0,"一般表計,切換開關(含鑽孔)",110.8
Y6N10S1033A0,浮球開關,248.87
Y6N10S1033B0,浮球開關,124.44
Y6N10S1033C0,浮球開關,273.76
Y6N10S1033D0,浮球開關,136.89
Y6N10S1033E0,浮球開關,298.65
Y6N10S1033F0,浮球開關,149.32
Y6N10S1033G0,浮球開關,323.54
Y6N10S1033H0,浮球開關,161.77
Y6N10S1034A0,電極棒,298.31
Y6N10S1034B0,電極棒,149.15
Y6N10S1034C0,電極棒,328.14
Y6N10S1034D0,電極棒,164.07
Y6N10S1034E0,電極棒,357.97
Y6N10S1034F0,電極棒,178.98
Y6N10S1034G0,電極棒,387.8
Y6N10S1034H0,電極棒,193.9
Y6N10S1035A0,"盤面指示燈,壓扣開關(含鑽孔)",136.37
Y6N10S1035B0,"盤面指示燈,壓扣開關(含鑽孔)",68.18
Y6N10S1035C0,"盤面指示燈,壓扣開關(含鑽孔)",150
Y6N10S1035D0,"盤面指示燈,壓扣開關(含鑽孔)",75
Y6N10S1035E0,"盤面指示燈,壓扣開關(含鑽孔)",163.64
Y6N10S1035F0,"盤面指示燈,壓扣開關(含鑽孔)",81.82
Y6N10S1035G0,"盤面指示燈,壓扣開關(含鑽孔)",177.28
Y6N10S1035H0,"盤面指示燈,壓扣開關(含鑽孔)",88.64
Y6N10S1036A0,一般VVVF 3HP及以下(含搬運、接線),562.18
Y6N10S1036B0,一般VVVF 3HP及以下(含搬運、接線),281.09
Y6N10S1037A0,一般VVVF 3.1~10HP(含搬運、接線),727.54
Y6N10S1037B0,一般VVVF 3.1~10HP(含搬運、接線),363.76
Y6N10S1038A0,一般VVVF 10.1~25HP(含搬運、接線),1157.44
Y6N10S1038B0,一般VVVF 10.1~25HP(含搬運、接線),578.72
Y6N10T0001A0,"（鋁梯型托網）9""(150mm)(含以下) 直型托網",120.01
Y6N10T0001B0,"（鋁梯型托網）9""(150mm)(含以下) 直型托網",60
Y6N10T0001C0,"（鋁梯型托網）9""(150mm)(含以下) 直型托網",132.01
Y6N10T0001D0,"（鋁梯型托網）9""(150mm)(含以下) 直型托網",66
Y6N10T0001E0,"（鋁梯型托網）9""(150mm)(含以下) 直型托網",144.01
Y6N10T0001F0,"（鋁梯型托網）9""(150mm)(含以下) 直型托網",72
Y6N10T0001G0,"（鋁梯型托網）9""(150mm)(含以下) 直型托網",156
Y6N10T0001H0,"（鋁梯型托網）9""(150mm)(含以下) 直型托網",78
Y6N10T0002A0,"（鋁梯型托網）12""(300mm)直型托網",135.01
Y6N10T0002B0,"（鋁梯型托網）12""(300mm)直型托網",67.5
Y6N10T0002C0,"（鋁梯型托網）12""(300mm)直型托網",148.5
Y6N10T0002D0,"（鋁梯型托網）12""(300mm)直型托網",74.25
Y6N10T0002E0,"（鋁梯型托網）12""(300mm)直型托網",162
Y6N10T0002F0,"（鋁梯型托網）12""(300mm)直型托網",81
Y6N10T0002G0,"（鋁梯型托網）12""(300mm)直型托網",175.51
Y6N10T0002H0,"（鋁梯型托網）12""(300mm)直型托網",87.75
Y6N10T0003A0,"（鋁梯型托網）24""(600mm)直型托網",180.01
Y6N10T0003B0,"（鋁梯型托網）24""(600mm)直型托網",90
Y6N10T0003C0,"（鋁梯型托網）24""(600mm)直型托網",198.01
Y6N10T0003D0,"（鋁梯型托網）24""(600mm)直型托網",99
Y6N10T0003E0,"（鋁梯型托網）24""(600mm)直型托網",216.01
Y6N10T0003F0,"（鋁梯型托網）24""(600mm)直型托網",108.01
Y6N10T0003G0,"（鋁梯型托網）24""(600mm)直型托網",234.01
Y6N10T0003H0,"（鋁梯型托網）24""(600mm)直型托網",117.01
Y6N10T0004A0,"（鋁梯型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",115.92
Y6N10T0004B0,"（鋁梯型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",57.95
Y6N10T0004C0,"（鋁梯型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",127.51
Y6N10T0004D0,"（鋁梯型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",63.75
Y6N10T0004E0,"（鋁梯型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",139.1
Y6N10T0004F0,"（鋁梯型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",69.55
Y6N10T0004G0,"（鋁梯型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",150.68
Y6N10T0004H0,"（鋁梯型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",75.34
Y6N10T0005A0,"（鋁梯型托網）24""(600mm)托網蓋板",150
Y6N10T0005B0,"（鋁梯型托網）24""(600mm)托網蓋板",75
Y6N10T0005C0,"（鋁梯型托網）24""(600mm)托網蓋板",165
Y6N10T0005D0,"（鋁梯型托網）24""(600mm)托網蓋板",82.5
Y6N10T0005E0,"（鋁梯型托網）24""(600mm)托網蓋板",180.01
Y6N10T0005F0,"（鋁梯型托網）24""(600mm)托網蓋板",90
Y6N10T0005G0,"（鋁梯型托網）24""(600mm)托網蓋板",195.01
Y6N10T0005H0,"（鋁梯型托網）24""(600mm)托網蓋板",97.5
Y6N10T0006A0,"（鋁梯型托網）9""(150mm)(含以下)  90°彎頭",157.84
Y6N10T0006B0,"（鋁梯型托網）9""(150mm)(含以下)  90°彎頭",78.92
Y6N10T0006C0,"（鋁梯型托網）9""(150mm)(含以下)  90°彎頭",173.63
Y6N10T0006D0,"（鋁梯型托網）9""(150mm)(含以下)  90°彎頭",86.82
Y6N10T0006E0,"（鋁梯型托網）9""(150mm)(含以下)  90°彎頭",189.42
Y6N10T0006F0,"（鋁梯型托網）9""(150mm)(含以下)  90°彎頭",94.71
Y6N10T0006G0,"（鋁梯型托網）9""(150mm)(含以下)  90°彎頭",205.2
Y6N10T0006H0,"（鋁梯型托網）9""(150mm)(含以下)  90°彎頭",102.6
Y6N10T0007A0,"（鋁梯型托網）12""(300mm)  90°彎頭",185.12
Y6N10T0007B0,"（鋁梯型托網）12""(300mm)  90°彎頭",92.56
Y6N10T0007C0,"（鋁梯型托網）12""(300mm)  90°彎頭",203.64
Y6N10T0007D0,"（鋁梯型托網）12""(300mm)  90°彎頭",101.82
Y6N10T0007E0,"（鋁梯型托網）12""(300mm)  90°彎頭",222.15
Y6N10T0007F0,"（鋁梯型托網）12""(300mm)  90°彎頭",111.07
Y6N10T0007G0,"（鋁梯型托網）12""(300mm)  90°彎頭",240.66
Y6N10T0007H0,"（鋁梯型托網）12""(300mm)  90°彎頭",120.33
Y6N10T0008A0,"（鋁梯型托網）24""(600mm) 90°彎頭",239.67
Y6N10T0008B0,"（鋁梯型托網）24""(600mm) 90°彎頭",119.84
Y6N10T0008C0,"（鋁梯型托網）24""(600mm) 90°彎頭",263.63
Y6N10T0008D0,"（鋁梯型托網）24""(600mm) 90°彎頭",131.82
Y6N10T0008E0,"（鋁梯型托網）24""(600mm) 90°彎頭",287.6
Y6N10T0008F0,"（鋁梯型托網）24""(600mm) 90°彎頭",143.81
Y6N10T0008G0,"（鋁梯型托網）24""(600mm) 90°彎頭",311.57
Y6N10T0008H0,"（鋁梯型托網）24""(600mm) 90°彎頭",155.78
Y6N10T0009A0,"（鋁梯型托網）9""(150mm)(含以下)  水平T彎頭",206.94
Y6N10T0009B0,"（鋁梯型托網）9""(150mm)(含以下)  水平T彎頭",103.47
Y6N10T0009C0,"（鋁梯型托網）9""(150mm)(含以下)  水平T彎頭",227.64
Y6N10T0009D0,"（鋁梯型托網）9""(150mm)(含以下)  水平T彎頭",113.82
Y6N10T0009E0,"（鋁梯型托網）9""(150mm)(含以下)  水平T彎頭",248.33
Y6N10T0009F0,"（鋁梯型托網）9""(150mm)(含以下)  水平T彎頭",124.17
Y6N10T0009G0,"（鋁梯型托網）9""(150mm)(含以下)  水平T彎頭",269.02
Y6N10T0009H0,"（鋁梯型托網）9""(150mm)(含以下)  水平T彎頭",134.52
Y6N10T0010A0,"（鋁梯型托網）12""(300mm) 水平T彎頭",242.4
Y6N10T0010B0,"（鋁梯型托網）12""(300mm) 水平T彎頭",121.2
Y6N10T0010C0,"（鋁梯型托網）12""(300mm) 水平T彎頭",266.63
Y6N10T0010D0,"（鋁梯型托網）12""(300mm) 水平T彎頭",133.32
Y6N10T0010E0,"（鋁梯型托網）12""(300mm) 水平T彎頭",290.88
Y6N10T0010F0,"（鋁梯型托網）12""(300mm) 水平T彎頭",145.44
Y6N10T0010G0,"（鋁梯型托網）12""(300mm) 水平T彎頭",315.12
Y6N10T0010H0,"（鋁梯型托網）12""(300mm) 水平T彎頭",157.55
Y6N10T0011A0,"（鋁梯型托網）24""(600mm) 水平T彎頭",310.58
Y6N10T0011B0,"（鋁梯型托網）24""(600mm) 水平T彎頭",155.29
Y6N10T0011C0,"（鋁梯型托網）24""(600mm) 水平T彎頭",341.64
Y6N10T0011D0,"（鋁梯型托網）24""(600mm) 水平T彎頭",170.82
Y6N10T0011E0,"（鋁梯型托網）24""(600mm) 水平T彎頭",372.7
Y6N10T0011F0,"（鋁梯型托網）24""(600mm) 水平T彎頭",186.35
Y6N10T0011G0,"（鋁梯型托網）24""(600mm) 水平T彎頭",403.76
Y6N10T0011H0,"（鋁梯型托網）24""(600mm) 水平T彎頭",201.88
Y6N10T0012A0,"（鋁梯型托網）9""(150mm)(含以下)  水平+彎頭",266.94
Y6N10T0012B0,"（鋁梯型托網）9""(150mm)(含以下)  水平+彎頭",133.48
Y6N10T0012C0,"（鋁梯型托網）9""(150mm)(含以下)  水平+彎頭",293.64
Y6N10T0012D0,"（鋁梯型托網）9""(150mm)(含以下)  水平+彎頭",146.81
Y6N10T0012E0,"（鋁梯型托網）9""(150mm)(含以下)  水平+彎頭",320.34
Y6N10T0012F0,"（鋁梯型托網）9""(150mm)(含以下)  水平+彎頭",160.16
Y6N10T0012G0,"（鋁梯型托網）9""(150mm)(含以下)  水平+彎頭",347.02
Y6N10T0012H0,"（鋁梯型托網）9""(150mm)(含以下)  水平+彎頭",173.51
Y6N10T0013A0,"（鋁梯型托網）12""(300mm) 水平+彎頭",313.31
Y6N10T0013B0,"（鋁梯型托網）12""(300mm) 水平+彎頭",156.65
Y6N10T0013C0,"（鋁梯型托網）12""(300mm) 水平+彎頭",344.64
Y6N10T0013D0,"（鋁梯型托網）12""(300mm) 水平+彎頭",172.32
Y6N10T0013E0,"（鋁梯型托網）12""(300mm) 水平+彎頭",375.97
Y6N10T0013F0,"（鋁梯型托網）12""(300mm) 水平+彎頭",187.99
Y6N10T0013G0,"（鋁梯型托網）12""(300mm) 水平+彎頭",407.3
Y6N10T0013H0,"（鋁梯型托網）12""(300mm) 水平+彎頭",203.65
